2021-08-04 08:45:05,580  INFO: 主引擎创建成功
2021-08-04 08:45:05,582  INFO: 注册日志事件监听
2021-08-04 08:45:05,582  INFO: 连接CTP接口
2021-08-04 08:45:05,681  INFO: 行情服务器连接成功
2021-08-04 08:45:05,715  INFO: 行情服务器登录成功
2021-08-04 08:45:05,789  INFO: 交易服务器连接成功
2021-08-04 08:45:06,046  INFO: 交易服务器授权验证成功
2021-08-04 08:45:06,106  INFO: 交易服务器登录成功
2021-08-04 08:45:06,208  INFO: 结算信息确认成功
2021-08-04 08:45:10,947  INFO: 合约信息查询成功
2021-08-04 08:45:16,353  INFO: RQData数据接口初始化成功
2021-08-04 08:45:16,923  INFO: CTA策略引擎初始化成功
2021-08-04 08:45:16,939  INFO: CTA引擎初始化完成
2021-08-04 08:45:16,950  INFO: papertest1开始执行初始化
2021-08-04 08:45:23,599  INFO: [papertest3]  on_xmin_bar, risk_level:50, atr_value:7.022766792329762, trading_size:7
2021-08-04 08:45:23,600  INFO: [papertest3]  on_xmin_bar, buy_svt:[], volume:6
2021-08-04 08:45:23,600  INFO: [papertest3]  on_xmin_bar, self.pos:0, on_bar_time:09:51:00
2021-08-04 08:45:23,601  INFO: [papertest3]  on_xmin_bar, risk_level:50, atr_value:6.77050069252383, trading_size:7
2021-08-04 08:45:23,602  INFO: [papertest3]  on_xmin_bar, buy_svt:[], volume:6
2021-08-04 08:45:23,602  INFO: [papertest3]  on_xmin_bar, self.pos:0, on_bar_time:09:53:00
2021-08-04 08:45:23,603  INFO: [papertest3]  on_xmin_bar, risk_level:50, atr_value:6.539514616556564, trading_size:7
2021-08-04 08:45:23,604  INFO: [papertest3]  on_xmin_bar, buy_svt:[], volume:6
2021-08-04 08:45:23,605  INFO: [papertest3]  on_xmin_bar, self.pos:0, on_bar_time:09:55:00
2021-08-04 08:45:23,605  INFO: [papertest3]  on_xmin_bar, risk_level:50, atr_value:6.494465534324475, trading_size:7
2021-08-04 08:45:23,606  INFO: [papertest3]  on_xmin_bar, buy_svt:[], volume:6
2021-08-04 08:45:23,607  INFO: [papertest3]  on_xmin_bar, self.pos:0, on_bar_time:09:57:00
2021-08-04 08:45:23,607  INFO: [papertest3]  on_xmin_bar, risk_level:50, atr_value:6.369898089924676, trading_size:7
2021-08-04 08:45:23,607  INFO: [papertest3]  on_xmin_bar, self.pos:0, on_bar_time:09:59:00
2021-08-04 08:45:23,608  INFO: [papertest3]  on_xmin_bar, risk_level:50, atr_value:6.339019530586196, trading_size:7
2021-08-04 08:45:23,609  INFO: [papertest3]  on_xmin_bar, self.pos:0, on_bar_time:10:01:00
2021-08-04 08:45:23,609  INFO: [papertest3]  on_xmin_bar, risk_level:50, atr_value:6.644000961816016, trading_size:7
2021-08-04 08:45:23,610  INFO: [papertest3]  on_xmin_bar, short_svt:[], volume:6
2021-08-04 08:45:23,611  INFO: [papertest3]  on_xmin_bar, self.pos:0, on_bar_time:10:03:00
2021-08-04 08:45:23,611  INFO: [papertest3]  on_xmin_bar, risk_level:50, atr_value:6.923689035735918, trading_size:7
2021-08-04 08:45:23,612  INFO: [papertest3]  on_xmin_bar, self.pos:0, on_bar_time:10:05:00
2021-08-04 08:45:23,613  INFO: [papertest3]  on_xmin_bar, risk_level:50, atr_value:6.930155719780777, trading_size:7
2021-08-04 08:45:23,614  INFO: [papertest3]  on_xmin_bar, short_svt:[], volume:6
2021-08-04 08:45:23,614  INFO: [papertest3]  on_xmin_bar, self.pos:0, on_bar_time:10:07:00
2021-08-04 08:45:23,615  INFO: [papertest3]  on_xmin_bar, risk_level:50, atr_value:7.0193846157150395, trading_size:7
2021-08-04 08:45:23,616  INFO: [papertest3]  on_xmin_bar, self.pos:0, on_bar_time:10:09:00
2021-08-04 08:45:23,616  INFO: [papertest3]  on_xmin_bar, risk_level:50, atr_value:6.851002289850793, trading_size:7
2021-08-04 08:45:23,617  INFO: [papertest3]  on_xmin_bar, short_svt:[], volume:6
2021-08-04 08:45:23,618  INFO: [papertest3]  on_xmin_bar, self.pos:0, on_bar_time:10:11:00
2021-08-04 08:45:23,619  INFO: [papertest3]  on_xmin_bar, risk_level:50, atr_value:7.363433090632939, trading_size:6
2021-08-04 08:45:23,619  INFO: [papertest3]  on_xmin_bar, short_svt:[], volume:6
2021-08-04 08:45:23,620  INFO: [papertest3]  on_xmin_bar, self.pos:0, on_bar_time:10:13:00
2021-08-04 08:45:23,621  INFO: [papertest3]  on_xmin_bar, risk_level:50, atr_value:7.499996309352373, trading_size:6
2021-08-04 08:45:23,622  INFO: [papertest3]  on_xmin_bar, short_svt:[], volume:6
2021-08-04 08:45:23,622  INFO: [papertest3]  on_xmin_bar, self.pos:0, on_bar_time:10:14:00
2021-08-04 08:45:23,623  INFO: [papertest3]  on_xmin_bar, risk_level:50, atr_value:7.291774301829954, trading_size:6
2021-08-04 08:45:23,624  INFO: [papertest3]  on_xmin_bar, short_svt:[], volume:6
2021-08-04 08:45:23,624  INFO: [papertest3]  on_xmin_bar, self.pos:0, on_bar_time:10:31:00
2021-08-04 08:45:23,625  INFO: [papertest3]  on_xmin_bar, risk_level:50, atr_value:7.600950684310977, trading_size:6
2021-08-04 08:45:23,626  INFO: [papertest3]  on_xmin_bar, self.pos:0, on_bar_time:10:33:00
2021-08-04 08:45:23,627  INFO: [papertest3]  on_xmin_bar, risk_level:50, atr_value:7.717269534727934, trading_size:6
2021-08-04 08:45:23,627  INFO: [papertest3]  on_xmin_bar, self.pos:0, on_bar_time:10:35:00
2021-08-04 08:45:23,628  INFO: [papertest3]  on_xmin_bar, risk_level:50, atr_value:7.573916635014716, trading_size:6
2021-08-04 08:45:23,629  INFO: [papertest3]  on_xmin_bar, short_svt:[], volume:6
2021-08-04 08:45:23,630  INFO: [papertest3]  on_xmin_bar, self.pos:0, on_bar_time:10:37:00
2021-08-04 08:45:23,630  INFO: [papertest3]  on_xmin_bar, risk_level:50, atr_value:7.442703196918729, trading_size:6
2021-08-04 08:45:23,631  INFO: [papertest3]  on_xmin_bar, self.pos:0, on_bar_time:10:39:00
2021-08-04 08:45:23,632  INFO: [papertest3]  on_xmin_bar, risk_level:50, atr_value:7.32240988706103, trading_size:6
2021-08-04 08:45:23,632  INFO: [papertest3]  on_xmin_bar, self.pos:0, on_bar_time:10:41:00
2021-08-04 08:45:23,633  INFO: [papertest3]  on_xmin_bar, risk_level:50, atr_value:7.628854242401375, trading_size:6
2021-08-04 08:45:23,634  INFO: [papertest3]  on_xmin_bar, self.pos:0, on_bar_time:10:43:00
2021-08-04 08:45:23,635  INFO: [papertest3]  on_xmin_bar, risk_level:50, atr_value:7.576381678753454, trading_size:6
2021-08-04 08:45:23,635  INFO: [papertest3]  on_xmin_bar, self.pos:0, on_bar_time:10:45:00
2021-08-04 08:45:23,636  INFO: [papertest3]  on_xmin_bar, risk_level:50, atr_value:7.9450738386028545, trading_size:6
2021-08-04 08:45:23,637  INFO: [papertest3]  on_xmin_bar, buy_svt:[], volume:6
2021-08-04 08:45:23,637  INFO: [papertest3]  on_xmin_bar, self.pos:0, on_bar_time:10:47:00
2021-08-04 08:45:23,638  INFO: [papertest3]  on_xmin_bar, risk_level:50, atr_value:7.86633201032233, trading_size:6
2021-08-04 08:45:23,639  INFO: [papertest3]  on_xmin_bar, buy_svt:[], volume:6
2021-08-04 08:45:23,640  INFO: [papertest3]  on_xmin_bar, self.pos:0, on_bar_time:10:49:00
2021-08-04 08:45:23,640  INFO: [papertest3]  on_xmin_bar, risk_level:50, atr_value:8.377485334398516, trading_size:5
2021-08-04 08:45:23,641  INFO: [papertest3]  on_xmin_bar, buy_svt:[], volume:5
2021-08-04 08:45:23,642  INFO: [papertest3]  on_xmin_bar, self.pos:0, on_bar_time:10:51:00
2021-08-04 08:45:23,642  INFO: [papertest3]  on_xmin_bar, risk_level:50, atr_value:8.76266982122664, trading_size:5
2021-08-04 08:45:23,643  INFO: [papertest3]  on_xmin_bar, buy_svt:[], volume:5
2021-08-04 08:45:23,644  INFO: [papertest3]  on_xmin_bar, self.pos:0, on_bar_time:10:53:00
2021-08-04 08:45:23,645  INFO: [papertest3]  on_xmin_bar, risk_level:50, atr_value:8.699128327727466, trading_size:5
2021-08-04 08:45:23,645  INFO: [papertest3]  on_xmin_bar, buy_svt:[], volume:5
2021-08-04 08:45:23,646  INFO: [papertest3]  on_xmin_bar, self.pos:0, on_bar_time:10:55:00
2021-08-04 08:45:23,647  INFO: [papertest3]  on_xmin_bar, risk_level:50, atr_value:8.557613087566937, trading_size:5
2021-08-04 08:45:23,647  INFO: [papertest3]  on_xmin_bar, buy_svt:[], volume:5
2021-08-04 08:45:23,648  INFO: [papertest3]  on_xmin_bar, self.pos:0, on_bar_time:10:57:00
2021-08-04 08:45:23,648  INFO: [papertest3]  on_xmin_bar, risk_level:50, atr_value:8.594432107559788, trading_size:5
2021-08-04 08:45:23,649  INFO: [papertest3]  on_xmin_bar, buy_svt:[], volume:5
2021-08-04 08:45:23,649  INFO: [papertest3]  on_xmin_bar, self.pos:0, on_bar_time:10:59:00
2021-08-04 08:45:23,650  INFO: [papertest3]  on_xmin_bar, risk_level:50, atr_value:8.378229431929805, trading_size:5
2021-08-04 08:45:23,651  INFO: [papertest3]  on_xmin_bar, buy_svt:[], volume:5
2021-08-04 08:45:23,651  INFO: [papertest3]  on_xmin_bar, self.pos:0, on_bar_time:11:01:00
2021-08-04 08:45:23,652  INFO: [papertest3]  on_xmin_bar, risk_level:50, atr_value:8.263509484930506, trading_size:6
2021-08-04 08:45:23,653  INFO: [papertest3]  on_xmin_bar, buy_svt:[], volume:6
2021-08-04 08:45:23,654  INFO: [papertest3]  on_xmin_bar, self.pos:0, on_bar_time:11:03:00
2021-08-04 08:45:23,654  INFO: [papertest3]  on_xmin_bar, risk_level:50, atr_value:8.408145403171064, trading_size:5
2021-08-04 08:45:23,655  INFO: [papertest3]  on_xmin_bar, self.pos:0, on_bar_time:11:05:00
2021-08-04 08:45:23,656  INFO: [papertest3]  on_xmin_bar, risk_level:50, atr_value:8.374172679815187, trading_size:5
2021-08-04 08:45:23,657  INFO: [papertest3]  on_xmin_bar, short_svt:[], volume:5
2021-08-04 08:45:23,657  INFO: [papertest3]  on_xmin_bar, self.pos:0, on_bar_time:11:07:00
2021-08-04 08:45:23,658  INFO: [papertest3]  on_xmin_bar, risk_level:50, atr_value:8.342991623163922, trading_size:5
2021-08-04 08:45:23,659  INFO: [papertest3]  on_xmin_bar, self.pos:0, on_bar_time:11:09:00
2021-08-04 08:45:23,659  INFO: [papertest3]  on_xmin_bar, risk_level:50, atr_value:8.231150860482922, trading_size:6
2021-08-04 08:45:23,660  INFO: [papertest3]  on_xmin_bar, self.pos:0, on_bar_time:11:11:00
2021-08-04 08:45:23,661  INFO: [papertest3]  on_xmin_bar, risk_level:50, atr_value:8.295278921854868, trading_size:6
2021-08-04 08:45:23,662  INFO: [papertest3]  on_xmin_bar, buy_svt:[], volume:6
2021-08-04 08:45:23,662  INFO: [papertest3]  on_xmin_bar, self.pos:0, on_bar_time:11:13:00
2021-08-04 08:45:23,663  INFO: [papertest3]  on_xmin_bar, risk_level:50, atr_value:8.354027165771528, trading_size:5
2021-08-04 08:45:23,664  INFO: [papertest3]  on_xmin_bar, self.pos:0, on_bar_time:11:15:00
2021-08-04 08:45:23,665  INFO: [papertest3]  on_xmin_bar, risk_level:50, atr_value:8.407922697504281, trading_size:5
2021-08-04 08:45:23,665  INFO: [papertest3]  on_xmin_bar, self.pos:0, on_bar_time:11:17:00
2021-08-04 08:45:23,666  INFO: [papertest3]  on_xmin_bar, risk_level:50, atr_value:8.540402419404458, trading_size:5
2021-08-04 08:45:23,667  INFO: [papertest3]  on_xmin_bar, self.pos:0, on_bar_time:11:19:00
2021-08-04 08:45:23,668  INFO: [papertest3]  on_xmin_bar, risk_level:50, atr_value:8.412078525929896, trading_size:5
2021-08-04 08:45:23,668  INFO: [papertest3]  on_xmin_bar, self.pos:0, on_bar_time:11:21:00
2021-08-04 08:45:23,669  INFO: [papertest3]  on_xmin_bar, risk_level:50, atr_value:8.460986032484124, trading_size:5
2021-08-04 08:45:23,670  INFO: [papertest3]  on_xmin_bar, short_svt:[], volume:5
2021-08-04 08:45:23,670  INFO: [papertest3]  on_xmin_bar, self.pos:0, on_bar_time:11:23:00
2021-08-04 08:45:23,671  INFO: [papertest3]  on_xmin_bar, risk_level:50, atr_value:8.255860888301303, trading_size:6
2021-08-04 08:45:23,672  INFO: [papertest3]  on_xmin_bar, short_svt:[], volume:6
2021-08-04 08:45:23,673  INFO: [papertest3]  on_xmin_bar, self.pos:0, on_bar_time:11:25:00
2021-08-04 08:45:23,673  INFO: [papertest3]  on_xmin_bar, risk_level:50, atr_value:8.651205814276194, trading_size:5
2021-08-04 08:45:23,674  INFO: [papertest3]  on_xmin_bar, short_svt:[], volume:5
2021-08-04 08:45:23,675  INFO: [papertest3]  on_xmin_bar, self.pos:0, on_bar_time:11:27:00
2021-08-04 08:45:23,676  INFO: [papertest3]  on_xmin_bar, risk_level:50, atr_value:8.597067587513937, trading_size:5
2021-08-04 08:45:23,676  INFO: [papertest3]  on_xmin_bar, short_svt:[], volume:5
2021-08-04 08:45:23,677  INFO: [papertest3]  on_xmin_bar, self.pos:0, on_bar_time:11:29:00
2021-08-04 08:45:23,678  INFO: [papertest3]  on_xmin_bar, risk_level:50, atr_value:8.713992946824154, trading_size:5
2021-08-04 08:45:23,679  INFO: [papertest3]  on_xmin_bar, short_svt:[], volume:5
2021-08-04 08:45:23,679  INFO: [papertest3]  on_xmin_bar, self.pos:0, on_bar_time:13:31:00
2021-08-04 08:45:23,680  INFO: [papertest3]  on_xmin_bar, risk_level:50, atr_value:8.821299869385179, trading_size:5
2021-08-04 08:45:23,681  INFO: [papertest3]  on_xmin_bar, short_svt:[], volume:5
2021-08-04 08:45:23,682  INFO: [papertest3]  on_xmin_bar, self.pos:0, on_bar_time:13:33:00
2021-08-04 08:45:23,682  INFO: [papertest3]  on_xmin_bar, risk_level:50, atr_value:9.835998160295283, trading_size:5
2021-08-04 08:45:23,683  INFO: [papertest3]  on_xmin_bar, short_svt:[], volume:5
2021-08-04 08:45:23,684  INFO: [papertest3]  on_xmin_bar, self.pos:0, on_bar_time:13:35:00
2021-08-04 08:45:23,685  INFO: [papertest3]  on_xmin_bar, risk_level:50, atr_value:10.432951757560772, trading_size:4
2021-08-04 08:45:23,685  INFO: [papertest3]  on_xmin_bar, short_svt:[], volume:4
2021-08-04 08:45:23,686  INFO: [papertest3]  on_xmin_bar, self.pos:0, on_bar_time:13:37:00
2021-08-04 08:45:23,687  INFO: [papertest3]  on_xmin_bar, risk_level:50, atr_value:10.313517623692809, trading_size:4
2021-08-04 08:45:23,687  INFO: [papertest3]  on_xmin_bar, short_svt:[], volume:4
2021-08-04 08:45:23,688  INFO: [papertest3]  on_xmin_bar, self.pos:0, on_bar_time:13:39:00
2021-08-04 08:45:23,689  INFO: [papertest3]  on_xmin_bar, risk_level:50, atr_value:9.954068565420691, trading_size:5
2021-08-04 08:45:23,690  INFO: [papertest3]  on_xmin_bar, short_svt:[], volume:5
2021-08-04 08:45:23,690  INFO: [papertest3]  on_xmin_bar, self.pos:0, on_bar_time:13:41:00
2021-08-04 08:45:23,690  INFO: [papertest3]  on_xmin_bar, risk_level:50, atr_value:10.041247424472775, trading_size:4
2021-08-04 08:45:23,691  INFO: [papertest3]  on_xmin_bar, short_svt:[], volume:4
2021-08-04 08:45:23,692  INFO: [papertest3]  on_xmin_bar, self.pos:0, on_bar_time:13:43:00
2021-08-04 08:45:23,692  INFO: [papertest3]  on_xmin_bar, risk_level:50, atr_value:9.787820882802329, trading_size:5
2021-08-04 08:45:23,693  INFO: [papertest3]  on_xmin_bar, self.pos:0, on_bar_time:13:45:00
2021-08-04 08:45:23,694  INFO: [papertest3]  on_xmin_bar, risk_level:50, atr_value:9.472047380609572, trading_size:5
2021-08-04 08:45:23,695  INFO: [papertest3]  on_xmin_bar, self.pos:0, on_bar_time:13:47:00
2021-08-04 08:45:23,695  INFO: [papertest3]  on_xmin_bar, risk_level:50, atr_value:9.182616986805636, trading_size:5
2021-08-04 08:45:23,696  INFO: [papertest3]  on_xmin_bar, buy_svt:[], volume:5
2021-08-04 08:45:23,697  INFO: [papertest3]  on_xmin_bar, self.pos:0, on_bar_time:13:49:00
2021-08-04 08:45:23,697  INFO: [papertest3]  on_xmin_bar, risk_level:50, atr_value:9.250671356925553, trading_size:5
2021-08-04 08:45:23,698  INFO: [papertest3]  on_xmin_bar, buy_svt:[], volume:5
2021-08-04 08:45:23,699  INFO: [papertest3]  on_xmin_bar, self.pos:0, on_bar_time:13:51:00
2021-08-04 08:45:23,700  INFO: [papertest3]  on_xmin_bar, risk_level:50, atr_value:8.896352050527856, trading_size:5
2021-08-04 08:45:23,700  INFO: [papertest3]  on_xmin_bar, buy_svt:[], volume:5
2021-08-04 08:45:23,701  INFO: [papertest3]  on_xmin_bar, self.pos:0, on_bar_time:13:53:00
2021-08-04 08:45:23,702  INFO: [papertest3]  on_xmin_bar, risk_level:50, atr_value:9.071638140146728, trading_size:5
2021-08-04 08:45:23,703  INFO: [papertest3]  on_xmin_bar, buy_svt:[], volume:5
2021-08-04 08:45:23,703  INFO: [papertest3]  on_xmin_bar, self.pos:0, on_bar_time:13:55:00
2021-08-04 08:45:23,704  INFO: [papertest3]  on_xmin_bar, risk_level:50, atr_value:8.732270499587456, trading_size:5
2021-08-04 08:45:23,705  INFO: [papertest3]  on_xmin_bar, buy_svt:[], volume:5
2021-08-04 08:45:23,706  INFO: [papertest3]  on_xmin_bar, self.pos:0, on_bar_time:13:57:00
2021-08-04 08:45:23,706  INFO: [papertest3]  on_xmin_bar, risk_level:50, atr_value:8.504599197458973, trading_size:5
2021-08-04 08:45:23,707  INFO: [papertest3]  on_xmin_bar, buy_svt:[], volume:5
2021-08-04 08:45:23,708  INFO: [papertest3]  on_xmin_bar, self.pos:0, on_bar_time:13:59:00
2021-08-04 08:45:23,709  INFO: [papertest3]  on_xmin_bar, risk_level:50, atr_value:8.212656701360247, trading_size:6
2021-08-04 08:45:23,709  INFO: [papertest3]  on_xmin_bar, buy_svt:[], volume:6
2021-08-04 08:45:23,710  INFO: [papertest3]  on_xmin_bar, self.pos:0, on_bar_time:14:01:00
2021-08-04 08:45:23,711  INFO: [papertest3]  on_xmin_bar, risk_level:50, atr_value:8.028343848829556, trading_size:6
2021-08-04 08:45:23,711  INFO: [papertest3]  on_xmin_bar, buy_svt:[], volume:6
2021-08-04 08:45:23,712  INFO: [papertest3]  on_xmin_bar, self.pos:0, on_bar_time:14:03:00
2021-08-04 08:45:23,713  INFO: [papertest3]  on_xmin_bar, risk_level:50, atr_value:8.025895911808812, trading_size:6
2021-08-04 08:45:23,714  INFO: [papertest3]  on_xmin_bar, self.pos:0, on_bar_time:14:05:00
2021-08-04 08:45:23,714  INFO: [papertest3]  on_xmin_bar, risk_level:50, atr_value:7.8571464584074056, trading_size:6
2021-08-04 08:45:23,715  INFO: [papertest3]  on_xmin_bar, self.pos:0, on_bar_time:14:07:00
2021-08-04 08:45:23,716  INFO: [papertest3]  on_xmin_bar, risk_level:50, atr_value:7.619093895015929, trading_size:6
2021-08-04 08:45:23,717  INFO: [papertest3]  on_xmin_bar, self.pos:0, on_bar_time:14:09:00
2021-08-04 08:45:23,717  INFO: [papertest3]  on_xmin_bar, risk_level:50, atr_value:7.4008862077085995, trading_size:6
2021-08-04 08:45:23,718  INFO: [papertest3]  on_xmin_bar, self.pos:0, on_bar_time:14:11:00
2021-08-04 08:45:23,719  INFO: [papertest3]  on_xmin_bar, risk_level:50, atr_value:7.284231640017826, trading_size:6
2021-08-04 08:45:23,719  INFO: [papertest3]  on_xmin_bar, short_svt:[], volume:6
2021-08-04 08:45:23,720  INFO: [papertest3]  on_xmin_bar, self.pos:0, on_bar_time:14:13:00
2021-08-04 08:45:23,721  INFO: [papertest3]  on_xmin_bar, risk_level:50, atr_value:7.343800216199586, trading_size:6
2021-08-04 08:45:23,722  INFO: [papertest3]  on_xmin_bar, short_svt:[], volume:6
2021-08-04 08:45:23,722  INFO: [papertest3]  on_xmin_bar, self.pos:0, on_bar_time:14:15:00
2021-08-04 08:45:23,723  INFO: [papertest3]  on_xmin_bar, risk_level:50, atr_value:7.06521824163076, trading_size:7
2021-08-04 08:45:23,724  INFO: [papertest3]  on_xmin_bar, short_svt:[], volume:6
2021-08-04 08:45:23,724  INFO: [papertest3]  on_xmin_bar, self.pos:0, on_bar_time:14:17:00
2021-08-04 08:45:23,725  INFO: [papertest3]  on_xmin_bar, risk_level:50, atr_value:7.476578979255617, trading_size:6
2021-08-04 08:45:23,727  INFO: [papertest3]  on_xmin_bar, self.pos:0, on_bar_time:14:19:00
2021-08-04 08:45:23,727  INFO: [papertest3]  on_xmin_bar, risk_level:50, atr_value:7.7703012534397375, trading_size:6
2021-08-04 08:45:23,728  INFO: [papertest3]  on_xmin_bar, buy_svt:[], volume:6
2021-08-04 08:45:23,729  INFO: [papertest3]  on_xmin_bar, self.pos:0, on_bar_time:14:21:00
2021-08-04 08:45:23,729  INFO: [papertest3]  on_xmin_bar, risk_level:50, atr_value:7.956241987981275, trading_size:6
2021-08-04 08:45:23,730  INFO: [papertest3]  on_xmin_bar, buy_svt:[], volume:6
2021-08-04 08:45:23,731  INFO: [papertest3]  on_xmin_bar, self.pos:0, on_bar_time:14:23:00
2021-08-04 08:45:23,732  INFO: [papertest3]  on_xmin_bar, risk_level:50, atr_value:7.876698405013303, trading_size:6
2021-08-04 08:45:23,732  INFO: [papertest3]  on_xmin_bar, buy_svt:[], volume:6
2021-08-04 08:45:23,732  INFO: [papertest3]  on_xmin_bar, self.pos:0, on_bar_time:14:25:00
2021-08-04 08:45:23,733  INFO: [papertest3]  on_xmin_bar, risk_level:50, atr_value:8.13708097495171, trading_size:6
2021-08-04 08:45:23,734  INFO: [papertest3]  on_xmin_bar, buy_svt:[], volume:6
2021-08-04 08:45:23,734  INFO: [papertest3]  on_xmin_bar, self.pos:0, on_bar_time:14:27:00
2021-08-04 08:45:23,735  INFO: [papertest3]  on_xmin_bar, risk_level:50, atr_value:7.95918786158096, trading_size:6
2021-08-04 08:45:23,736  INFO: [papertest3]  on_xmin_bar, buy_svt:[], volume:6
2021-08-04 08:45:23,736  INFO: [papertest3]  on_xmin_bar, self.pos:0, on_bar_time:14:29:00
2021-08-04 08:45:23,737  INFO: [papertest3]  on_xmin_bar, risk_level:50, atr_value:8.62938446420997, trading_size:5
2021-08-04 08:45:23,738  INFO: [papertest3]  on_xmin_bar, buy_svt:[], volume:5
2021-08-04 08:45:23,739  INFO: [papertest3]  on_xmin_bar, self.pos:0, on_bar_time:14:31:00
2021-08-04 08:45:23,739  INFO: [papertest3]  on_xmin_bar, risk_level:50, atr_value:8.493731349953228, trading_size:5
2021-08-04 08:45:23,740  INFO: [papertest3]  on_xmin_bar, buy_svt:[], volume:5
2021-08-04 08:45:23,741  INFO: [papertest3]  on_xmin_bar, self.pos:0, on_bar_time:14:33:00
2021-08-04 08:45:23,741  INFO: [papertest3]  on_xmin_bar, risk_level:50, atr_value:8.285705530078092, trading_size:6
2021-08-04 08:45:23,742  INFO: [papertest3]  on_xmin_bar, buy_svt:[], volume:6
2021-08-04 08:45:23,743  INFO: [papertest3]  on_xmin_bar, self.pos:0, on_bar_time:14:35:00
2021-08-04 08:45:23,744  INFO: [papertest3]  on_xmin_bar, risk_level:50, atr_value:8.178656514658053, trading_size:6
2021-08-04 08:45:23,744  INFO: [papertest3]  on_xmin_bar, buy_svt:[], volume:6
2021-08-04 08:45:23,745  INFO: [papertest3]  on_xmin_bar, self.pos:0, on_bar_time:14:37:00
2021-08-04 08:45:23,746  INFO: [papertest3]  on_xmin_bar, risk_level:50, atr_value:8.580241751795416, trading_size:5
2021-08-04 08:45:23,746  INFO: [papertest3]  on_xmin_bar, self.pos:0, on_bar_time:14:39:00
2021-08-04 08:45:23,747  INFO: [papertest3]  on_xmin_bar, risk_level:50, atr_value:8.36513207496009, trading_size:5
2021-08-04 08:45:23,748  INFO: [papertest3]  on_xmin_bar, buy_svt:[], volume:5
2021-08-04 08:45:23,749  INFO: [papertest3]  on_xmin_bar, self.pos:0, on_bar_time:14:41:00
2021-08-04 08:45:23,749  INFO: [papertest3]  on_xmin_bar, risk_level:50, atr_value:8.7513101877338, trading_size:5
2021-08-04 08:45:23,750  INFO: [papertest3]  on_xmin_bar, buy_svt:[], volume:5
2021-08-04 08:45:23,751  INFO: [papertest3]  on_xmin_bar, self.pos:0, on_bar_time:14:43:00
2021-08-04 08:45:23,751  INFO: [papertest3]  on_xmin_bar, risk_level:50, atr_value:8.438453900270094, trading_size:5
2021-08-04 08:45:23,752  INFO: [papertest3]  on_xmin_bar, self.pos:0, on_bar_time:14:45:00
2021-08-04 08:45:23,753  INFO: [papertest3]  on_xmin_bar, risk_level:50, atr_value:8.568529023402826, trading_size:5
2021-08-04 08:45:23,754  INFO: [papertest3]  on_xmin_bar, buy_svt:[], volume:5
2021-08-04 08:45:23,754  INFO: [papertest3]  on_xmin_bar, self.pos:0, on_bar_time:14:47:00
2021-08-04 08:45:23,755  INFO: [papertest3]  on_xmin_bar, risk_level:50, atr_value:8.437793202813923, trading_size:5
2021-08-04 08:45:23,756  INFO: [papertest3]  on_xmin_bar, buy_svt:[], volume:5
2021-08-04 08:45:23,757  INFO: [papertest3]  on_xmin_bar, self.pos:0, on_bar_time:14:49:00
2021-08-04 08:45:23,757  INFO: [papertest3]  on_xmin_bar, risk_level:50, atr_value:8.48461511937334, trading_size:5
2021-08-04 08:45:23,758  INFO: [papertest3]  on_xmin_bar, buy_svt:[], volume:5
2021-08-04 08:45:23,759  INFO: [papertest3]  on_xmin_bar, self.pos:0, on_bar_time:14:51:00
2021-08-04 08:45:23,759  INFO: [papertest3]  on_xmin_bar, risk_level:50, atr_value:9.860775430799665, trading_size:5
2021-08-04 08:45:23,760  INFO: [papertest3]  on_xmin_bar, self.pos:0, on_bar_time:14:53:00
2021-08-04 08:45:23,761  INFO: [papertest3]  on_xmin_bar, risk_level:50, atr_value:9.705707230332264, trading_size:5
2021-08-04 08:45:23,762  INFO: [papertest3]  on_xmin_bar, buy_svt:[], volume:5
2021-08-04 08:45:23,762  INFO: [papertest3]  on_xmin_bar, self.pos:0, on_bar_time:14:55:00
2021-08-04 08:45:23,763  INFO: [papertest3]  on_xmin_bar, risk_level:50, atr_value:9.980231627804576, trading_size:5
2021-08-04 08:45:23,764  INFO: [papertest3]  clearance time, on_bar_time:14:57:00
2021-08-04 08:45:23,764  INFO: [papertest3]  clearance time, no previous commission, self.pos:0
2021-08-04 08:45:23,765  INFO: [papertest3]  clearance time, on_bar_time:14:58:00
2021-08-04 08:45:23,766  INFO: [papertest3]  clearance time, no previous commission, self.pos:0
2021-08-04 08:45:23,767  INFO: [papertest3]  clearance time, on_bar_time:14:59:00
2021-08-04 08:45:23,767  INFO: [papertest3]  clearance time, no previous commission, self.pos:0
2021-08-04 08:45:23,768  INFO: [papertest3]  on_xmin_bar, self.pos:0, on_bar_time:21:01:00
2021-08-04 08:45:23,769  INFO: [papertest3]  on_xmin_bar, risk_level:50, atr_value:10.677920315658346, trading_size:4
2021-08-04 08:45:23,769  INFO: [papertest3]  on_xmin_bar, buy_svt:[], volume:4
2021-08-04 08:45:23,770  INFO: [papertest3]  on_xmin_bar, self.pos:0, on_bar_time:21:03:00
2021-08-04 08:45:23,771  INFO: [papertest3]  on_xmin_bar, risk_level:50, atr_value:11.03804706664358, trading_size:4
2021-08-04 08:45:23,772  INFO: [papertest3]  on_xmin_bar, self.pos:0, on_bar_time:21:05:00
