2021-08-04 08:45:05,580  INFO: 主引擎创建成功
2021-08-04 08:45:05,582  INFO: 注册日志事件监听
2021-08-04 08:45:05,582  INFO: 连接CTP接口
2021-08-04 08:45:05,681  INFO: 行情服务器连接成功
2021-08-04 08:45:05,715  INFO: 行情服务器登录成功
2021-08-04 08:45:05,789  INFO: 交易服务器连接成功
2021-08-04 08:45:06,046  INFO: 交易服务器授权验证成功
2021-08-04 08:45:06,106  INFO: 交易服务器登录成功
2021-08-04 08:45:06,208  INFO: 结算信息确认成功
2021-08-04 08:45:10,947  INFO: 合约信息查询成功
2021-08-04 08:45:16,353  INFO: RQData数据接口初始化成功
2021-08-04 08:45:16,923  INFO: CTA策略引擎初始化成功
2021-08-04 08:45:16,939  INFO: CTA引擎初始化完成
2021-08-04 08:45:16,950  INFO: papertest1开始执行初始化
2021-08-04 08:45:18,967  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:13:57:00
2021-08-04 08:45:18,968  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:9.56644739448935, trading_size:5
2021-08-04 08:45:18,969  INFO: [papertest1]  on_xmin_bar, short_svt:[], volume:5
2021-08-04 08:45:18,969  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:13:59:00
2021-08-04 08:45:18,970  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:9.5193652069078, trading_size:5
2021-08-04 08:45:18,971  INFO: [papertest1]  on_xmin_bar, short_svt:[], volume:5
2021-08-04 08:45:18,971  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:14:01:00
2021-08-04 08:45:18,972  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:9.559246207095589, trading_size:5
2021-08-04 08:45:18,973  INFO: [papertest1]  on_xmin_bar, short_svt:[], volume:5
2021-08-04 08:45:18,974  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:14:03:00
2021-08-04 08:45:18,974  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:9.845968527369434, trading_size:5
2021-08-04 08:45:18,975  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:14:05:00
2021-08-04 08:45:18,976  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:9.441905036539136, trading_size:5
2021-08-04 08:45:18,977  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:14:07:00
2021-08-04 08:45:18,977  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:9.15505096695478, trading_size:5
2021-08-04 08:45:18,978  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:14:09:00
2021-08-04 08:45:18,979  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:9.308846856985882, trading_size:5
2021-08-04 08:45:18,979  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:14:11:00
2021-08-04 08:45:18,980  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:9.116604107771332, trading_size:5
2021-08-04 08:45:18,981  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:14:13:00
2021-08-04 08:45:18,982  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:9.107069741729235, trading_size:5
2021-08-04 08:45:18,982  INFO: [papertest1]  on_xmin_bar, short_svt:[], volume:5
2021-08-04 08:45:18,982  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:14:15:00
2021-08-04 08:45:18,983  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:9.514674261788763, trading_size:5
2021-08-04 08:45:18,984  INFO: [papertest1]  on_xmin_bar, short_svt:[], volume:5
2021-08-04 08:45:18,984  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:14:17:00
2021-08-04 08:45:18,985  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:9.721831296016267, trading_size:5
2021-08-04 08:45:18,986  INFO: [papertest1]  on_xmin_bar, short_svt:[], volume:5
2021-08-04 08:45:18,986  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:14:19:00
2021-08-04 08:45:18,987  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:9.57848860404538, trading_size:5
2021-08-04 08:45:18,988  INFO: [papertest1]  on_xmin_bar, short_svt:[], volume:5
2021-08-04 08:45:18,989  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:14:21:00
2021-08-04 08:45:18,989  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:9.280474607016059, trading_size:5
2021-08-04 08:45:18,990  INFO: [papertest1]  on_xmin_bar, short_svt:[], volume:5
2021-08-04 08:45:18,991  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:14:23:00
2021-08-04 08:45:18,991  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:9.507227066291382, trading_size:5
2021-08-04 08:45:18,992  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:14:25:00
2021-08-04 08:45:18,993  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:9.798291477433766, trading_size:5
2021-08-04 08:45:18,994  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:14:27:00
2021-08-04 08:45:18,994  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:9.648645147125892, trading_size:5
2021-08-04 08:45:18,995  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:14:29:00
2021-08-04 08:45:18,996  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:9.51126521400026, trading_size:5
2021-08-04 08:45:18,997  INFO: [papertest1]  on_xmin_bar, buy_svt:[], volume:5
2021-08-04 08:45:18,997  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:14:31:00
2021-08-04 08:45:18,998  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:9.385519832808034, trading_size:5
2021-08-04 08:45:18,999  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:14:33:00
2021-08-04 08:45:18,999  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:10.01944745571045, trading_size:4
2021-08-04 08:45:19,000  INFO: [papertest1]  on_xmin_bar, buy_svt:[], volume:4
2021-08-04 08:45:19,001  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:14:35:00
2021-08-04 08:45:19,002  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:10.017755209719345, trading_size:4
2021-08-04 08:45:19,003  INFO: [papertest1]  on_xmin_bar, buy_svt:[], volume:4
2021-08-04 08:45:19,004  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:14:37:00
2021-08-04 08:45:19,005  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:9.932863488425975, trading_size:5
2021-08-04 08:45:19,006  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:14:39:00
2021-08-04 08:45:19,007  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:9.77197417399599, trading_size:5
2021-08-04 08:45:19,007  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:14:41:00
2021-08-04 08:45:19,008  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:9.707571368147756, trading_size:5
2021-08-04 08:45:19,009  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:14:43:00
2021-08-04 08:45:19,010  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:9.731994139313537, trading_size:5
2021-08-04 08:45:19,010  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:14:45:00
2021-08-04 08:45:19,011  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:9.504299311164647, trading_size:5
2021-08-04 08:45:19,012  INFO: [papertest1]  on_xmin_bar, buy_svt:[], volume:5
2021-08-04 08:45:19,013  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:14:47:00
2021-08-04 08:45:19,013  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:9.128994753745685, trading_size:5
2021-08-04 08:45:19,014  INFO: [papertest1]  on_xmin_bar, buy_svt:[], volume:5
2021-08-04 08:45:19,015  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:14:49:00
2021-08-04 08:45:19,015  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:8.868266678338117, trading_size:5
2021-08-04 08:45:19,016  INFO: [papertest1]  on_xmin_bar, buy_svt:[], volume:5
2021-08-04 08:45:19,017  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:14:51:00
2021-08-04 08:45:19,018  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:8.962645831924414, trading_size:5
2021-08-04 08:45:19,018  INFO: [papertest1]  on_xmin_bar, buy_svt:[], volume:5
2021-08-04 08:45:19,019  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:14:53:00
2021-08-04 08:45:19,020  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:8.79890936965853, trading_size:5
2021-08-04 08:45:19,020  INFO: [papertest1]  on_xmin_bar, buy_svt:[], volume:5
2021-08-04 08:45:19,021  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:14:55:00
2021-08-04 08:45:19,022  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:8.315695572059749, trading_size:6
2021-08-04 08:45:19,023  INFO: [papertest1]  on_xmin_bar, buy_svt:[], volume:6
2021-08-04 08:45:19,023  INFO: [papertest1]  clearance time, on_bar_time:14:57:00
2021-08-04 08:45:19,024  INFO: [papertest1]  clearance time, no previous commission, self.pos:0
2021-08-04 08:45:19,024  INFO: [papertest1]  clearance time, on_bar_time:14:58:00
2021-08-04 08:45:19,024  INFO: [papertest1]  clearance time, no previous commission, self.pos:0
2021-08-04 08:45:19,025  INFO: [papertest1]  clearance time, on_bar_time:14:59:00
2021-08-04 08:45:19,026  INFO: [papertest1]  clearance time, no previous commission, self.pos:0
2021-08-04 08:45:19,027  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:21:01:00
2021-08-04 08:45:19,027  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:8.227914344456684, trading_size:6
2021-08-04 08:45:19,028  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:21:03:00
2021-08-04 08:45:19,029  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:8.625914041387938, trading_size:5
2021-08-04 08:45:19,030  INFO: [papertest1]  on_xmin_bar, buy_svt:[], volume:5
2021-08-04 08:45:19,030  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:21:05:00
2021-08-04 08:45:19,031  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:8.573904949770935, trading_size:5
2021-08-04 08:45:19,032  INFO: [papertest1]  on_xmin_bar, buy_svt:[], volume:5
2021-08-04 08:45:19,032  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:21:07:00
2021-08-04 08:45:19,033  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:8.52626934269706, trading_size:5
2021-08-04 08:45:19,034  INFO: [papertest1]  on_xmin_bar, buy_svt:[], volume:5
2021-08-04 08:45:19,034  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:21:09:00
2021-08-04 08:45:19,035  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:8.39926645497858, trading_size:5
2021-08-04 08:45:19,036  INFO: [papertest1]  on_xmin_bar, buy_svt:[], volume:5
2021-08-04 08:45:19,037  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:21:11:00
2021-08-04 08:45:19,037  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:8.366151824697209, trading_size:5
2021-08-04 08:45:19,038  INFO: [papertest1]  on_xmin_bar, buy_svt:[], volume:5
2021-08-04 08:45:19,039  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:21:13:00
2021-08-04 08:45:19,040  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:8.08585404668481, trading_size:6
2021-08-04 08:45:19,040  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:21:15:00
2021-08-04 08:45:19,041  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:7.91226565634392, trading_size:6
2021-08-04 08:45:19,042  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:21:17:00
2021-08-04 08:45:19,042  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:7.753014040770682, trading_size:6
2021-08-04 08:45:19,043  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:21:19:00
2021-08-04 08:45:19,044  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:7.689274450096235, trading_size:6
2021-08-04 08:45:19,045  INFO: [papertest1]  on_xmin_bar, short_svt:[], volume:6
2021-08-04 08:45:19,045  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:21:21:00
2021-08-04 08:45:19,046  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:7.548283123975086, trading_size:6
2021-08-04 08:45:19,047  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:21:23:00
2021-08-04 08:45:19,048  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:7.33567551059051, trading_size:6
2021-08-04 08:45:19,048  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:21:25:00
2021-08-04 08:45:19,049  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:7.391043047176158, trading_size:6
2021-08-04 08:45:19,050  INFO: [papertest1]  on_xmin_bar, short_svt:[], volume:6
2021-08-04 08:45:19,050  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:21:27:00
2021-08-04 08:45:19,051  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:7.358713975432987, trading_size:6
2021-08-04 08:45:19,052  INFO: [papertest1]  on_xmin_bar, short_svt:[], volume:6
2021-08-04 08:45:19,053  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:21:29:00
2021-08-04 08:45:19,053  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:7.078917837467469, trading_size:7
2021-08-04 08:45:19,054  INFO: [papertest1]  on_xmin_bar, short_svt:[], volume:6
2021-08-04 08:45:19,055  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:21:31:00
2021-08-04 08:45:19,056  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:7.239151267042313, trading_size:6
2021-08-04 08:45:19,056  INFO: [papertest1]  on_xmin_bar, short_svt:[], volume:6
2021-08-04 08:45:19,057  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:21:33:00
2021-08-04 08:45:19,058  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:7.13530850153206, trading_size:7
2021-08-04 08:45:19,059  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:21:35:00
2021-08-04 08:45:19,059  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:7.123817919025355, trading_size:7
2021-08-04 08:45:19,060  INFO: [papertest1]  on_xmin_bar, short_svt:[], volume:6
2021-08-04 08:45:19,061  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:21:37:00
2021-08-04 08:45:19,061  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:6.946636124564683, trading_size:7
2021-08-04 08:45:19,062  INFO: [papertest1]  on_xmin_bar, short_svt:[], volume:6
2021-08-04 08:45:19,063  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:21:39:00
2021-08-04 08:45:19,064  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:6.86773545591458, trading_size:7
2021-08-04 08:45:19,064  INFO: [papertest1]  on_xmin_bar, short_svt:[], volume:6
2021-08-04 08:45:19,065  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:21:41:00
2021-08-04 08:45:19,066  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:6.878832707171025, trading_size:7
2021-08-04 08:45:19,066  INFO: [papertest1]  on_xmin_bar, short_svt:[], volume:6
2021-08-04 08:45:19,066  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:21:43:00
2021-08-04 08:45:19,067  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:6.805453398876309, trading_size:7
2021-08-04 08:45:19,068  INFO: [papertest1]  on_xmin_bar, short_svt:[], volume:6
2021-08-04 08:45:19,068  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:21:45:00
2021-08-04 08:45:19,069  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:7.238353769707852, trading_size:6
2021-08-04 08:45:19,070  INFO: [papertest1]  on_xmin_bar, short_svt:[], volume:6
2021-08-04 08:45:19,071  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:21:47:00
2021-08-04 08:45:19,071  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:7.135315196532377, trading_size:7
2021-08-04 08:45:19,072  INFO: [papertest1]  on_xmin_bar, short_svt:[], volume:6
2021-08-04 08:45:19,073  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:21:49:00
2021-08-04 08:45:19,073  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:7.2907378279282, trading_size:6
2021-08-04 08:45:19,074  INFO: [papertest1]  on_xmin_bar, short_svt:[], volume:6
2021-08-04 08:45:19,075  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:21:51:00
2021-08-04 08:45:19,076  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:7.34993253978656, trading_size:6
2021-08-04 08:45:19,076  INFO: [papertest1]  on_xmin_bar, short_svt:[], volume:6
2021-08-04 08:45:19,077  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:21:53:00
2021-08-04 08:45:19,078  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:7.320785819740725, trading_size:6
2021-08-04 08:45:19,078  INFO: [papertest1]  on_xmin_bar, short_svt:[], volume:6
2021-08-04 08:45:19,079  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:21:55:00
2021-08-04 08:45:19,080  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:7.044071574266144, trading_size:7
2021-08-04 08:45:19,081  INFO: [papertest1]  on_xmin_bar, short_svt:[], volume:6
2021-08-04 08:45:19,081  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:21:57:00
2021-08-04 08:45:19,082  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:7.040542192441095, trading_size:7
2021-08-04 08:45:19,083  INFO: [papertest1]  on_xmin_bar, short_svt:[], volume:6
2021-08-04 08:45:19,083  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:21:59:00
2021-08-04 08:45:19,084  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:6.786744672015221, trading_size:7
2021-08-04 08:45:19,085  INFO: [papertest1]  on_xmin_bar, short_svt:[], volume:6
2021-08-04 08:45:19,086  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:22:01:00
2021-08-04 08:45:19,086  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:7.22132228414366, trading_size:6
2021-08-04 08:45:19,087  INFO: [papertest1]  on_xmin_bar, short_svt:[], volume:6
2021-08-04 08:45:19,088  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:22:03:00
2021-08-04 08:45:19,088  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:7.28614405035055, trading_size:6
2021-08-04 08:45:19,089  INFO: [papertest1]  on_xmin_bar, short_svt:[], volume:6
2021-08-04 08:45:19,090  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:22:05:00
2021-08-04 08:45:19,091  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:7.262384662439616, trading_size:6
2021-08-04 08:45:19,091  INFO: [papertest1]  on_xmin_bar, short_svt:[], volume:6
2021-08-04 08:45:19,092  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:22:07:00
2021-08-04 08:45:19,093  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:7.1571035721854654, trading_size:6
2021-08-04 08:45:19,093  INFO: [papertest1]  on_xmin_bar, short_svt:[], volume:6
2021-08-04 08:45:19,094  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:22:09:00
2021-08-04 08:45:19,095  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:7.060628137226009, trading_size:7
2021-08-04 08:45:19,096  INFO: [papertest1]  on_xmin_bar, short_svt:[], volume:6
2021-08-04 08:45:19,096  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:22:11:00
2021-08-04 08:45:19,097  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:6.972360639848978, trading_size:7
2021-08-04 08:45:19,098  INFO: [papertest1]  on_xmin_bar, short_svt:[], volume:6
2021-08-04 08:45:19,099  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:22:13:00
2021-08-04 08:45:19,099  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:7.141198080866716, trading_size:7
2021-08-04 08:45:19,100  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:22:15:00
2021-08-04 08:45:19,101  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:7.21269686401335, trading_size:6
2021-08-04 08:45:19,101  INFO: [papertest1]  on_xmin_bar, buy_svt:[], volume:6
2021-08-04 08:45:19,102  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:22:17:00
2021-08-04 08:45:19,103  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:7.194889756961383, trading_size:6
2021-08-04 08:45:19,104  INFO: [papertest1]  on_xmin_bar, buy_svt:[], volume:6
2021-08-04 08:45:19,104  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:22:19:00
2021-08-04 08:45:19,105  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:7.261975114746414, trading_size:6
2021-08-04 08:45:19,106  INFO: [papertest1]  on_xmin_bar, buy_svt:[], volume:6
2021-08-04 08:45:19,106  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:22:21:00
2021-08-04 08:45:19,107  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:7.156921540107824, trading_size:6
2021-08-04 08:45:19,107  INFO: [papertest1]  on_xmin_bar, buy_svt:[], volume:6
2021-08-04 08:45:19,108  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:22:23:00
2021-08-04 08:45:19,108  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:7.14388771990798, trading_size:6
2021-08-04 08:45:19,109  INFO: [papertest1]  on_xmin_bar, buy_svt:[], volume:6
2021-08-04 08:45:19,110  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:22:25:00
2021-08-04 08:45:19,110  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:6.965269803490695, trading_size:7
2021-08-04 08:45:19,111  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:22:27:00
2021-08-04 08:45:19,112  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:6.635020458606839, trading_size:7
2021-08-04 08:45:19,113  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:22:29:00
2021-08-04 08:45:19,113  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:6.415582250987498, trading_size:7
2021-08-04 08:45:19,114  INFO: [papertest1]  on_xmin_bar, short_svt:[], volume:6
2021-08-04 08:45:19,115  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:22:31:00
2021-08-04 08:45:19,116  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:6.547316239741224, trading_size:7
2021-08-04 08:45:19,116  INFO: [papertest1]  on_xmin_bar, short_svt:[], volume:6
2021-08-04 08:45:19,117  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:22:33:00
2021-08-04 08:45:19,118  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:6.335150904686401, trading_size:7
2021-08-04 08:45:19,118  INFO: [papertest1]  on_xmin_bar, short_svt:[], volume:6
2021-08-04 08:45:19,119  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:22:35:00
2021-08-04 08:45:19,120  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:6.2240781347029035, trading_size:8
2021-08-04 08:45:19,121  INFO: [papertest1]  on_xmin_bar, short_svt:[], volume:6
2021-08-04 08:45:19,121  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:22:37:00
2021-08-04 08:45:19,122  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:6.122340216034786, trading_size:8
2021-08-04 08:45:19,123  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:22:39:00
2021-08-04 08:45:19,123  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:6.029098363426157, trading_size:8
2021-08-04 08:45:19,124  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:22:41:00
2021-08-04 08:45:19,125  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:6.276931348662154, trading_size:7
2021-08-04 08:45:19,126  INFO: [papertest1]  on_xmin_bar, short_svt:[], volume:6
2021-08-04 08:45:19,126  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:22:43:00
2021-08-04 08:45:19,127  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:6.254204697214955, trading_size:7
2021-08-04 08:45:19,128  INFO: [papertest1]  on_xmin_bar, short_svt:[], volume:6
2021-08-04 08:45:19,128  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:22:45:00
2021-08-04 08:45:19,129  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:6.149841632179792, trading_size:8
2021-08-04 08:45:19,130  INFO: [papertest1]  on_xmin_bar, short_svt:[], volume:6
2021-08-04 08:45:19,131  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:22:47:00
2021-08-04 08:45:19,131  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:6.137662815630314, trading_size:8
2021-08-04 08:45:19,132  INFO: [papertest1]  on_xmin_bar, short_svt:[], volume:6
2021-08-04 08:45:19,133  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:22:49:00
2021-08-04 08:45:19,133  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:6.125678797852202, trading_size:8
2021-08-04 08:45:19,134  INFO: [papertest1]  on_xmin_bar, short_svt:[], volume:6
2021-08-04 08:45:19,135  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:22:51:00
2021-08-04 08:45:19,136  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:6.114972784481675, trading_size:8
2021-08-04 08:45:19,136  INFO: [papertest1]  on_xmin_bar, short_svt:[], volume:6
2021-08-04 08:45:19,137  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:22:53:00
2021-08-04 08:45:19,138  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:6.188062524133955, trading_size:8
2021-08-04 08:45:19,138  INFO: [papertest1]  on_xmin_bar, short_svt:[], volume:6
2021-08-04 08:45:19,139  INFO: [papertest1]  on_xmin_bar, self.pos:0, on_bar_time:22:55:00
2021-08-04 08:45:19,140  INFO: [papertest1]  on_xmin_bar, risk_level:50, atr_value:6.0888496022119485, trading_size:8
2021-08-04 08:45:19,141  INFO: [papertest1]  on_xmin_bar, short_svt:[], volume:6
